Trial,Truth,Measured Stimulus,Decision,HP
100,True,0.3905693443066369,True,973
101,True,0.4692333772397733,True,975
102,False,-2.169360928379918,False,974
103,True,0.17722517349030442,True,976
104,True,0.9469245380308872,True,978
105,False,-1.012581908115049,False,977
106,False,0.05023135776117181,True,975
107,False,-0.6655115049235837,False,974
108,False,-1.8260799403955352,False,971
109,False,-1.2315571645112764,True,969
110,False,-0.7292080222309663,False,968
111,False,-0.3173757264732651,False,965
112,True,1.2939264104929185,True,967
113,True,0.5888363002305235,True,969
114,True,0.7437624592390459,True,971
115,False,-1.4703331716577042,False,970
116,False,-1.9331652615659776,False,967
117,True,1.3569777981128388,True,969
118,True,1.2425142228891974,True,971
119,True,0.5501732589980487,True,973
120,False,0.021948384539619045,True,971
121,False,-0.6195870084869547,False,970
122,False,-0.8447038668751624,False,967
123,False,-1.5054798832253025,True,965
124,False,-1.630378159128147,False,964
125,True,1.5774550946734747,True,966
126,False,-0.26710712741960874,False,965
127,True,0.30710144098004705,True,967
128,False,-0.06107963342123869,False,966
129,False,-0.4850166280990742,False,963
130,False,-0.3544530382119482,True,961
131,False,-0.14248613256261783,False,960
132,False,-2.622029122155521,False,957
133,True,0.7072421496186811,True,959
134,False,-1.6314321358191373,False,958
135,True,0.30160401101524725,True,960
136,False,-0.12450917513479665,False,959
137,False,0.02090248569149039,True,957
138,False,-0.6168142218077594,False,956
139,False,-1.514313560588431,False,953
140,True,0.8397783355068118,True,955
141,False,-2.401579891731954,False,954
142,False,-0.759845686558561,False,951
143,True,1.2406314961175635,True,953
144,False,-0.8365163360198616,False,952
145,True,-0.0023973938366243855,True,954
146,False,-1.3972292205287942,False,953
147,False,-0.6689193843845878,False,950
148,True,1.1446408112742086,True,952
149,True,1.0276208126088262,True,954
150,False,-0.18240560418816698,False,953
151,False,-0.20938057078563566,False,950
152,True,0.4512806251650063,True,952
153,True,1.5579224207361386,True,954
154,False,-0.633069940233752,False,953
155,True,-0.32098630133772976,False,950
156,True,0.21282204300107685,True,952
157,True,0.7396858654626818,True,954
158,False,-1.3457719332072475,False,953
159,False,-0.4420927049282317,False,950
160,False,-0.30786365964799833,True,948
161,False,-0.35705395208046264,False,947
162,False,-0.6765920037395343,False,944
163,True,1.2139256308850235,True,946
164,True,0.6657511754889555,True,948
165,True,0.4662086715040275,True,950
166,False,-0.554900273551286,False,949
167,False,-0.2058386290712149,False,946
168,False,0.04417735546454621,True,944
169,False,-0.16021799633515588,False,943
170,True,0.3106678030455947,True,945
171,False,-1.8525995940371656,False,944
172,False,-1.6374977491688854,False,941
173,True,0.35307497637315616,True,943
174,True,0.5737121581469165,True,945
175,True,-0.0012380615468361444,False,944
176,False,-1.586951674233946,False,941
177,True,0.245818151283663,True,943
178,True,-0.10731387335564246,False,942
179,False,-0.9497636826913078,False,939
180,True,-0.07778526803255553,True,941
181,False,-0.3784643853127799,False,940
182,True,1.934442496580671,True,942
183,True,0.6456232772838909,True,944
184,False,-2.4499328536896217,False,943
185,False,-1.584437578047741,False,940
186,False,-0.1011771112366911,True,938
187,False,-0.5315039593178806,False,937
188,True,0.8811010639895508,True,939
189,False,-0.8511275802597525,False,938
190,True,1.1879716175973862,True,940
191,False,-0.14439282111508334,False,939
192,True,2.3411820203743856,True,941
193,False,-0.8931551469293859,False,940
194,True,-0.22161606805679135,False,937
195,True,0.0361177293806903,True,939
196,False,-1.778831293414633,False,938
197,True,0.18236413874797802,True,940
198,True,0.7601646512799131,True,942
199,True,0.6541140014136162,True,944
200,True,1.0692863517877427,True,946
201,True,0.23196202494335288,True,948
202,False,-0.06327751125040476,False,947
203,True,0.677904145311513,True,949
204,True,0.2154281134282336,True,951
205,False,-1.20576556531338,False,950
206,False,-1.1648775655503778,False,947
207,False,-0.3877556016305648,True,945
208,True,0.3945992927459342,True,947
209,True,1.5698059335525876,True,949
210,False,-1.8270898999828475,False,948
211,False,-1.3984717465485919,False,945
212,True,2.0513965045424825,True,947
213,True,0.15866921282092958,True,949
214,True,1.1484759240636022,True,951
215,False,-1.264041591081929,False,950
216,True,1.5004369669270368,True,952
217,False,-2.7063203342381397,False,951
218,False,-0.2367776721240456,False,948
219,True,0.2342263342060497,True,950
220,False,-0.12975709513117317,False,949
221,False,-0.3093485472971074,False,946
222,False,-0.7893970354843689,True,944
223,True,-0.1728348971925035,False,943
224,False,-1.2255708554325249,False,940
225,False,-0.031500482634963016,True,938
226,False,-1.7052993476585643,False,937
227,True,0.712859471230161,True,939
228,False,-0.5100503072471981,False,938
229,True,1.5491275693428967,True,940
230,False,-0.21696772916580676,False,939
231,True,0.42823035280207455,True,941
232,True,1.9184791028764625,True,943
233,True,0.44935207838897717,True,945
234,False,-1.011481421068929,False,944
235,True,0.8636817616350863,True,946
236,True,0.9324731576055603,True,948
237,True,0.10390104244155662,True,950
238,False,-0.7134194552184172,False,949
239,False,-0.32159616834156773,False,946
240,False,-0.42599769204315235,True,944
241,False,-0.6130287524122789,False,943
242,False,-2.2762413063417823,False,940
243,True,0.13122440312425793,True,942
244,False,-0.3423549669756323,False,941
245,False,-0.7976964178581464,False,938
246,False,-0.5878937260956558,True,936
247,False,-0.39409405887071525,False,935
248,False,-0.966403181593567,False,932
249,False,-0.5050023193108869,True,930
250,False,-1.2693417179834645,False,929
251,False,0.03927680022951491,True,927
252,False,0.24779664779635882,True,925
253,True,-0.0973974875132188,False,924
254,False,-0.7131598234586454,False,921
255,True,0.9041108384042607,True,923
256,False,-1.2263544388206646,False,922
257,False,-1.39952431802441,False,919
258,False,0.16462639153087807,True,917
259,True,0.6183730668685301,True,919
260,False,-1.3676023896014378,False,918
261,False,-0.6255759691976496,False,915
262,False,-0.08059799947072552,True,913
263,True,0.9763675028673342,True,915
264,False,0.27627099029451974,True,913
265,True,0.23393946775455587,True,915
266,True,2.585840750971638,True,917
267,True,0.03311193184734329,True,919
268,True,1.09799631107856,True,921
269,True,-0.20561225129903332,False,920
270,True,0.3321540405306895,True,922
271,False,-1.7794288271290697,False,921
272,True,0.12353645009785316,True,923
273,True,1.9201782975200403,True,925
274,False,-0.13430296350918508,False,924
275,True,0.11665684432896235,True,926
276,False,-1.7253900180476296,False,925
277,False,-0.7130534637795181,False,922
278,True,0.7110154009191593,True,924
279,True,1.1736228546420684,True,926
280,True,0.2569807706069512,True,928
281,False,-2.2609286587124444,False,927
282,False,-3.588510966604241,False,924
283,False,-1.1955818957029554,True,922
284,False,-1.763560642863406,False,921
285,False,-0.39536272606106204,False,918
286,False,-0.6289190969339631,True,916
287,True,0.267029882982386,True,918
288,True,1.1654212284540142,True,920
289,False,-1.0215431907389452,False,919
290,False,0.5138569814544239,True,917
291,False,-1.0970460465928216,False,916
292,False,-1.1267510545474786,False,913
293,True,0.8140604395560047,True,915
294,False,-0.5791056634131654,False,914
295,True,1.0600287272290119,True,916
296,False,-0.9440373487679331,False,915
297,False,-0.14222962868500683,True,913
298,False,-0.35713980348797286,False,912
299,False,-0.10509567915832174,True,910
300,True,0.2510741770085514,True,912
301,True,1.1683360107482812,True,914
302,False,-0.009773348848801586,False,913
303,False,-1.4827639139772713,False,910
304,False,-2.7923767112764892,True,908
305,False,-0.7542444377601792,False,907
306,False,-0.05418153020726596,True,905
307,False,-0.8696514971969055,False,904
308,True,0.2957159690450961,True,906
309,True,0.944348335574043,True,908
310,False,-0.2699925144627435,False,907
311,False,-0.9071985798445198,False,904
312,False,-0.6362298162915894,True,902
313,True,0.5571012334967168,True,904
314,False,-0.5706851943735343,False,903
315,False,-0.03516963757841482,True,901
316,True,0.09112142261793454,True,903
317,False,-0.32602329890624693,False,902
318,False,-0.24684673309799576,False,899
319,False,-0.9991347079003688,True,897
320,True,1.1433910977563115,True,899
321,False,-0.8582043265860647,False,898
322,True,1.333381585138184,True,900
323,True,0.9157133239425099,True,902
324,False,0.646864462604423,True,900
325,False,-0.09367356222259644,False,899
326,False,-1.1999770275420718,False,896
327,False,0.12641185152862616,True,894
328,False,-0.586583254742091,False,893
329,True,0.21915989530161484,True,895
330,False,-0.7427694627612342,False,894
331,False,0.09306984504183478,True,892
332,False,0.1170028168516132,True,890
333,False,-1.541410250166281,False,889
334,False,-0.47338424968152837,False,886
335,True,-0.11697003619854895,True,888
336,False,-0.005760911833010175,False,887
337,True,0.6517943660802907,True,889
338,False,-0.8152284316091264,False,888
339,False,-1.825694142877168,False,885
340,True,1.5170964072310544,True,887
341,False,-0.5102306817466895,False,886
342,False,-0.9654093743049236,False,883
343,True,0.9315678805200516,True,885
344,True,0.2221845816999052,True,887
345,False,-1.313529542974,False,886
346,True,0.6522548149900185,True,888
347,False,-1.5763764222161158,False,887
348,False,-1.623135854745018,False,884
349,False,-0.12920120733338822,True,882
350,True,1.5919306861793445,True,884
351,False,-0.6756588041492693,False,883
352,False,-0.24997261001248006,False,880
353,False,-1.1333791830205104,True,878
354,False,-1.214747538211091,False,877
355,True,0.5961213568150605,True,879
356,False,-0.4844059447290723,False,878
357,False,-0.27703030849378335,False,875
358,True,0.09377841420812874,True,877
359,True,1.60460003098885,True,879
360,False,-0.12097816552004595,False,878
361,False,-1.3729659224781918,False,875
362,True,1.5767563906605069,True,877
363,False,-0.3236472292069903,False,876
364,True,0.06041139035060879,True,878
365,False,-1.8306864395647247,False,877
366,True,1.5698429560218785,True,879
367,False,-1.9681665648521187,False,878
368,False,-0.4540932885451253,False,875
369,True,0.0173759013910067,True,877
370,False,-0.5055443599577112,False,876
371,True,0.7450181534232879,True,878
372,True,-0.08552931822512333,False,877
373,False,-0.32648148778362535,False,874
374,False,-0.588271789424459,True,872
375,True,0.9265360948622423,True,874
376,False,-0.14207958674238327,False,873
377,True,0.252950443222222,True,875
378,True,-0.5900786066903534,False,874
379,False,-1.695817264008811,False,871
380,True,1.7676114001082746,True,873
381,True,0.6215485535212592,True,875
382,True,1.1736945504507406,True,877
383,False,-1.1150383576873277,False,876
384,True,-0.19868857870946488,False,873
385,False,-0.32145097060935834,True,871
386,False,-1.0220783419940975,False,870
387,True,1.802402244166021,True,872
388,False,-0.22536549699505137,False,871
389,False,-1.6459618905246778,False,868
390,True,0.15058249523050077,True,870
391,False,-0.24210574391575157,False,869
392,True,0.9006646377291105,True,871
393,False,-1.1295710759660857,False,870
394,False,-0.8073102581419014,False,867
395,False,-1.063009316252732,True,865
396,False,-0.9862714233952581,False,864
397,False,-0.43541130095275504,False,861
398,False,-0.715859810646583,True,859
399,True,0.4602829549726167,True,861
400,True,0.9034531620092733,True,863
401,True,0.4160397240152329,True,865
402,True,0.2661723398186083,True,867
403,False,-2.3528775201510523,False,866
404,False,-0.6826941337125607,False,863
405,False,-1.118060683463598,True,861
406,False,-0.8482136158289575,False,860
407,True,0.25541237012363155,True,862
408,False,-1.0790974573064724,False,861
409,False,-0.15155423940906376,True,859
410,True,1.7912847028466352,True,861
411,False,-0.9040767474802748,False,860
412,True,0.9047561239392496,True,862
413,True,1.1345981320795426,True,864
414,True,0.6405993378632663,True,866
415,True,0.9100477539556809,True,868
416,False,-1.7508175115460711,False,867
417,True,1.8689847730093974,True,869
418,True,0.8271563741960208,True,871
419,True,0.19415210287182402,True,873
420,False,-0.8623404363666334,False,872
421,True,0.4346912115701676,True,874
422,False,-2.140021268467313,False,873
423,True,2.120563780225624,True,875
424,False,-1.8918673195741271,False,874
425,False,-1.1046924477651174,False,871
426,True,0.5040933546844597,True,873
427,False,-0.25647438911856923,False,872
428,False,-0.9105369221583004,False,869
429,False,-0.22317077753962514,True,867
430,True,0.7673687827326348,True,869
431,True,0.8224650206461286,True,871
432,True,1.0857508282444395,True,873
433,True,0.5317344121338566,True,875
434,True,2.023085787286823,True,877
435,True,1.928044979723926,True,879
436,True,1.599157551330772,True,881
437,False,-2.066253575655864,False,880
438,False,-1.7530556664047714,False,877
439,False,-1.4174268879575067,True,875
440,True,-0.15146415233265945,False,874
441,True,1.5321709699976094,True,876
442,True,0.16242453749689556,True,878
443,False,-0.535686297875156,False,877
444,True,2.3266357103252058,True,879
445,False,-0.47028343252739,False,878
446,False,-1.1612104475561864,False,875
447,True,1.1117536847187677,True,877
448,True,0.4954642112921482,True,879
449,True,0.1873645986373937,True,881
450,True,0.4189263350272352,True,883
451,False,-1.5738255739326474,False,882
452,False,-0.16678661557022634,False,879
453,True,0.2271229886352769,True,881
454,True,0.5401158388668257,True,883
455,False,-0.901654197801026,False,882
456,True,0.11284504055436206,True,884
457,True,1.850759223494004,True,886
458,True,-0.022692631372211808,False,885
459,True,-0.5516523964015267,False,882
460,False,-0.1722258526329944,True,880
461,True,2.2566284426857166,True,882
462,True,0.42466267101636906,True,884
463,True,0.528734329150597,True,886
464,False,-1.0196098111292533,False,885
465,False,-0.9438586643284309,False,882
466,True,0.7096823620439052,True,884
467,False,-0.6837682064278878,False,883
468,False,-2.7965848748499345,False,880
469,True,0.43956784889837835,True,882
470,False,-0.163356987925589,False,881
471,True,0.3295824273198647,True,883
472,False,-0.5436190232653446,False,882
473,True,1.22383887334848,True,884
474,True,1.787971336417153,True,886
475,True,-0.1302034411199835,False,885
476,False,-0.047739308069629005,True,883
477,False,-1.5882320400911538,False,882
478,False,-0.7068497706784055,False,879
479,True,0.5307676766649245,True,881
480,True,1.4927806790157754,True,883
481,False,-0.9196359831010259,False,882
482,True,1.1152067818393232,True,884
483,False,-0.4817102751126927,False,883
484,False,-0.5442221299967285,False,880
485,True,0.0641402978984689,True,882
486,False,-0.8714965335037573,False,881
487,False,-0.26530709448492973,False,878
488,False,-0.5555509044654883,True,876
489,False,-1.1305127655886398,False,875
490,False,-0.2695220369689551,False,872
491,True,1.3864226098904124,True,874
492,True,0.7075490327932525,True,876
493,False,-0.8907740002353726,False,875
494,True,-0.12957856075590996,True,877
495,True,0.6749639237531608,True,879
496,False,-0.3916448560656618,False,878
497,True,0.44339263073907165,True,880
498,True,0.006002156534223604,False,879
499,False,-0.514310139821084,False,876
500,False,-0.5363787937005966,True,874
501,False,-1.5286213699705695,False,873
502,False,-0.1263563730826257,True,871
503,False,-0.02103472780895902,False,870
504,False,-1.4381743659214479,False,867
505,False,-0.16267817782541533,True,865
506,False,-1.1215004776458428,False,864
507,True,0.803743050700821,True,866
508,True,1.4348747241268305,True,868
509,False,-0.5083638583894244,False,867
510,False,-1.6540464301842144,False,864
511,True,0.10661687992604024,True,866
512,True,0.6440284599853809,True,868
513,True,0.509426316494304,True,870
514,True,1.1759948981626955,True,872
515,False,-0.5799513560859696,False,871
516,False,0.09285775477172006,True,869
517,True,0.7401518468801132,True,871
518,True,0.9549135419734085,True,873
519,True,1.4166739460989752,True,875
520,True,0.33814586601531826,True,877
521,True,1.4025085082287272,True,879
522,True,-0.29260474261994196,False,878
523,True,0.23040172220753022,True,880
524,False,-0.6171872723463561,False,879
525,True,0.6231039585966454,True,881
526,False,-0.6508061699061805,False,880
527,False,-1.4382634011369138,False,877
528,False,-1.2439208134916686,True,875
529,False,-1.835074979805646,False,874
530,True,0.00715965081751483,True,876
531,False,-1.103956161325573,False,875
532,False,-1.6407578216368197,False,872
533,False,-0.7967861891231502,True,870
534,True,0.5571300832950554,True,872
535,True,0.5002055100709875,True,874
536,False,0.026914519632029392,True,872
537,True,0.5484135003464089,True,874
538,True,0.1083344547886905,True,876
539,False,-0.0443672951680886,False,875
540,True,0.5800740680169656,True,877
541,True,0.6191110510065554,True,879
542,True,1.8950872421577103,True,881
543,False,-0.4759671994046396,False,880
544,False,-0.5867647230402243,False,877
545,False,-0.9863918935118707,True,875
546,False,-0.14201121523435628,False,874
547,True,2.2045717363552533,True,876
548,False,-0.5000295687230577,False,875
549,True,2.462715926718334,True,877
550,False,-1.9590881704094028,False,876
551,False,0.11335205686380023,True,874
552,False,-1.1783649931643576,False,873
553,False,-0.7458635447885307,False,870
554,False,-0.5504584000796979,True,868
555,True,0.3745006552545555,True,870
556,False,-0.5937416579737689,False,869
557,True,1.088311069437402,True,871
558,False,-0.911528415754811,False,870
559,True,1.2530338602398317,True,872
560,False,-1.382616411043071,False,871
561,True,1.6829385492546887,True,873
562,False,-0.6470805785996292,False,872
563,True,0.6362433133478187,True,874
564,False,-0.5204782902249991,False,873
565,True,0.35127906271905207,True,875
566,True,0.36291288078544165,True,877
567,True,0.1453207017230577,True,879
568,False,-0.09671030647016214,False,878
569,True,0.7032872930289408,True,880
570,False,-1.0703946663858646,False,879
571,False,-0.8572849896234922,False,876
572,False,-0.4672817164973078,True,874
573,False,-1.0571608510734904,False,873
574,True,-0.012383918202980876,True,875
575,True,1.5527163871433038,True,877
576,False,-0.7303452470918267,False,876
577,False,-1.4039975119314958,False,873
578,False,-1.04325451482014,True,871
579,False,-0.4166876665142869,False,870
580,True,-0.011471010566706824,True,872
581,False,-0.45623693235894136,False,871
582,True,0.48874458566053725,True,873
583,True,1.5402797073970187,True,875
584,False,0.12084540221527529,True,873
585,False,-0.4851841667891563,False,872
586,True,0.271369611034157,True,874
587,False,-1.5400378766620701,False,873
588,False,-0.7533299213034568,False,870
589,True,1.302444167579838,True,872
590,False,-1.528312005795542,False,871
591,False,-1.454838193544914,False,868
592,False,-0.44075147164323764,True,866
593,True,-0.2793469671196757,False,865
594,False,-2.3802990171056893,False,862
595,False,-0.8161022936606364,True,860
596,True,0.22460915064929052,True,862
597,True,0.7847077809152238,True,864
598,False,-0.18116363325778911,False,863
599,False,-0.41705430771991425,False,860
600,False,-1.6368640933349543,True,858
601,False,-0.18746421575360828,False,857
602,True,0.1587622261849288,True,859
603,True,1.5361804720481724,True,861
604,True,1.2030817943516547,True,863
605,False,-0.5211012092102377,False,862
606,False,0.013720070608814167,True,860
607,False,-1.17710965535674,False,859
608,False,-0.004189961693474742,True,857
609,False,-0.7038359624082828,False,856
610,False,-0.9716022811513418,False,853
611,False,-1.2936272728828677,True,851
612,True,1.117789723422372,True,853
613,True,0.5582150811924625,True,855
614,True,1.2791323616484815,True,857
615,True,0.6296272456745473,True,859
616,False,-0.9091174506947685,False,858
617,False,-1.8535167344758126,False,855
618,True,-0.21479324798290528,True,857
619,False,-0.7064155117734612,False,856
620,True,0.3960893694468639,True,858
621,False,-1.4490957302990484,False,857
622,False,-0.5934801525544949,False,854
623,False,-0.35509938355439724,True,852
624,False,-0.5316956454695261,False,851
625,True,0.29890761396584226,True,853
626,True,0.481871533510574,True,855
627,False,-0.2738000449760614,False,854
628,False,-1.4546524598563548,False,851
629,False,-0.7543638175807011,True,849
630,True,2.076678455777081,True,851
631,False,-2.0506723819531985,False,850
632,True,0.3381979897355225,True,852
633,True,-0.20579646676131258,False,851
634,True,1.02219876376427,True,853
635,True,0.6885454690267516,True,855
636,True,0.41455213516468425,True,857
637,False,-0.5135901487918748,False,856
638,False,0.28466630630555756,True,854
639,True,2.3416506487038435,True,856
640,True,-0.019808278098108742,False,855
641,True,1.635241573386222,True,857
642,True,0.8496107347016484,True,859
643,False,-0.46771152087177137,False,858
644,True,0.25361528274767,True,860
645,False,-0.49836064661209944,False,859
646,False,-1.697100189979055,False,856
647,False,-1.0507730030715243,True,854
648,True,-0.31158787345453304,False,853
649,True,0.11628987249595898,True,855
650,False,0.20032310745379123,True,853
651,True,1.0623473942075068,True,855
652,True,0.21747334448801298,True,857
653,True,1.3199277987858604,True,859
654,True,0.0514896061960802,True,861
655,False,-0.5922380093154385,False,860
656,False,-1.3014294140724139,False,857
657,True,0.06347420876553933,True,859
658,True,0.4591637901690472,True,861
659,False,-0.14366297219042823,False,860
660,False,-1.4145312869815294,False,857
661,False,-2.186925674442618,True,855
662,True,0.9486462598366124,True,857
663,False,-1.771577161163519,False,856
664,True,0.2740313654693629,True,858
665,True,1.8553046415333132,True,860
666,True,1.5285602446794515,True,862
667,False,-1.3248632808730905,False,861
668,True,0.45772622033561927,True,863
669,False,-1.5382908781688553,False,862
670,False,-0.7057981445663493,False,859
671,False,-0.4604882485720874,True,857
672,False,-0.20086853292944862,False,856
673,True,0.569575910222887,True,858
674,True,0.6608890169967738,True,860
675,False,-2.195300763657981,False,859
676,True,0.8530711438403269,True,861
677,False,-1.8206396971728918,False,860
678,True,1.8862438081687647,True,862
679,True,1.534075667022339,True,864
680,True,1.2933612117874012,True,866
681,True,0.9703260809309022,True,868
682,True,0.08075873979717352,True,870
683,False,-1.8951988835447922,False,869
684,True,-0.24102759508795485,False,866
685,False,-1.4081408133502613,True,864
686,True,1.5787138328084185,True,866
687,False,-2.439122587322643,False,865
688,True,0.3811609272473435,True,867
689,True,0.4834458875089817,True,869
690,True,1.18237296303751,True,871
691,True,-0.2749284808140514,False,870
692,False,-0.33712762885537806,False,867
693,False,0.23453449625579553,True,865
694,False,-0.7689684623856842,False,864
695,False,0.042535635018707885,True,862
696,False,0.011697052161644739,True,860
697,False,-1.6470429521620837,False,859
698,False,-2.312086847382506,False,856
699,False,-0.9621900201746527,True,854
700,True,0.1579574395600931,True,856
701,False,-1.1862920133355528,False,855
702,False,-0.24483780838950725,False,852
703,False,-0.5001927285965339,True,850
704,True,1.537672688961482,True,852
705,False,-0.739017422662579,False,851
706,False,-0.47594505367379425,False,848
707,True,0.41142973585946124,True,850
708,True,1.5250688574112468,True,852
709,True,1.76931724106459,True,854
710,False,-2.5846497628921115,False,853
711,True,-0.16839264001184356,False,850
712,False,0.08812494296815868,True,848
713,False,-1.1211152213403208,False,847
714,False,-0.10289558573549501,True,845
715,False,-0.5759585963514556,False,844
716,True,0.26301988865952597,True,846
717,True,0.1332809387286172,True,848
718,False,-0.1552178390931898,False,847
719,False,-1.1154087631250293,False,844
720,True,0.25722663912993643,True,846
721,False,-0.09824774347184048,False,845
722,False,0.02019856084638913,True,843
723,False,-2.285011949544635,False,842
724,True,1.1308233792234648,True,844
725,True,0.5072020875752623,True,846
726,True,0.8884474276673593,True,848
727,True,1.3632989671614444,True,850
728,True,1.2036155911216484,True,852
729,True,0.7586220904226564,True,854
730,True,0.7511161525073954,True,856
731,True,1.0808351271378254,True,858
732,True,0.7673537877520548,True,860
733,False,-0.8457741214896521,False,859
734,True,0.8861297841402682,True,861
735,True,0.9108759167236989,True,863
736,True,0.7626350809708365,True,865
737,False,-0.7019227033460099,False,864
738,False,-0.8407313660162257,False,861
739,True,1.545070493826094,True,863
740,True,1.2183619575659579,True,865
741,False,-1.4675528263697917,False,864
742,True,1.2604304156929924,True,866
743,False,-1.9759156362181163,False,865
744,True,0.04859885914941514,True,867
745,True,-0.19161563288736339,False,866
746,True,1.5991885868144626,True,868
747,False,-0.733221919824215,False,867
748,True,1.3897902170136012,True,869
749,True,0.2692928965319894,True,871
750,True,1.2069332701312239,True,873
751,True,0.3620347324451278,True,875
752,True,0.41866230519534997,True,877
753,False,-0.26511107017592805,False,876
754,False,-1.2856051112948026,False,873
755,False,0.0914009733266784,True,871
756,True,1.4156073212873737,True,873
757,False,-1.1598870845823561,False,872
758,True,0.3033523819893871,True,874
759,True,0.8421548739956453,True,876
760,False,-0.2669398868974129,False,875
761,True,0.2775333017737309,True,877
762,True,0.7165700115252611,True,879
763,False,0.11662221046741894,True,877
764,False,-2.701178737346018,False,876
765,False,-2.1617614668327008,False,873
766,False,-0.9849842930128728,True,871
767,False,-0.05474084790798518,False,870
768,False,-1.0022951852898496,False,867
769,False,0.2625522523777967,True,865
770,True,0.4013636530172483,True,867
771,True,0.705224251167465,True,869
772,True,0.10013952698849998,True,871
773,False,-0.9604146801523826,False,870
774,False,-0.35545141069699104,False,867
775,True,0.6291170238692746,True,869
776,False,-1.5809445041347097,False,868
777,True,0.7838412461404488,True,870
778,False,-1.1238126891575995,False,869
779,False,-0.9468985034632711,False,866
780,False,-1.3556673763037042,True,864
781,True,1.1605919594739618,True,866
782,False,-1.3499450173935321,False,865
783,False,0.10865884339387039,True,863
784,True,0.6978348957337323,True,865
785,True,0.8527978684271893,True,867
786,True,0.5782007493583272,True,869
787,False,-1.2651999578622295,False,868
788,True,-0.28324124531073547,False,865
789,False,0.3331834215557474,True,863
790,False,-1.2141696609293218,False,862
791,True,0.5270555184036725,True,864
792,False,-0.6208136121391317,False,863
793,False,-0.6240890679105648,False,860
794,True,1.6260639787141467,True,862
795,False,-0.1532440606116266,False,861
796,True,1.4140034734698943,True,863
797,True,1.1938502818544643,True,865
798,True,1.2734086746125217,True,867
799,True,0.6928638240030949,True,869
800,True,0.8330525449349535,True,871
801,True,2.1570013398132297,True,873
